,time,p4,p5,p6
0,0.0,0.0,0.0,0.0
1,0.026545286178588867,0.0,-0.30749999999999744,-0.27820000000002665
2,0.05289340019226074,0.0,0.9256999999999991,-0.31569999999999254
3,0.08025860786437988,0.0,-0.3024999999999949,-0.6133000000000379
4,0.10846686363220215,0.0,0.9169000000000054,0.2973999999999819
5,0.13612079620361328,0.0,-0.30749999999999744,-0.31569999999999254
6,0.16520023345947266,0.0,2.1544000000000025,-1.1894000000000347
7,0.19151854515075684,0.0,0.004400000000003956,-0.8919999999999959
8,0.21916580200195312,0.0,-0.30749999999999744,-1.1706000000000358
9,0.24454355239868164,0.0,2.764400000000002,-1.2081000000000017
10,0.2730586528778076,0.0,-0.3024999999999949,-1.1894000000000347
11,0.30050206184387207,0.0,-0.3024999999999949,-1.1706000000000358
12,0.32720422744750977,0.0,-0.3024999999999949,-1.783800000000042
13,0.35431408882141113,0.0,2.457500000000003,-2.0625
14,0.3814542293548584,0.0,-0.3024999999999949,-1.4868999999999915
15,0.4089365005493164,0.0,0.004400000000003956,-1.4868999999999915
16,0.4355485439300537,0.0,-0.3024999999999949,-1.4682999999999993
17,0.46256208419799805,0.0,0.0,-1.765100000000018
18,0.48966193199157715,0.0,0.9256999999999991,-1.783800000000042
19,0.5188713073730469,0.0,0.004400000000003956,-2.0625
20,0.5448498725891113,0.0,-0.30749999999999744,-2.3419000000000096
21,0.5718812942504883,0.0,0.004400000000003956,-2.936300000000017
22,0.5988848209381104,0.0,0.004400000000003956,-2.081299999999999
23,0.6258711814880371,0.0,-0.3024999999999949,-3.2519000000000347
24,0.6529364585876465,0.0,0.0,-2.955100000000016
25,0.6800975799560547,0.0,0.007500000000000284,-2.657600000000002
26,0.7083234786987305,0.0,-0.31559999999999633,-2.081299999999999
27,0.7353804111480713,0.0,-0.30749999999999744,-3.2339000000000055
28,0.7627513408660889,0.0,0.007500000000000284,-2.6394000000000233
29,0.7895755767822266,0.0,-0.004300000000000637,-2.657600000000002
30,0.81646728515625,0.0,0.004400000000003956,-2.657600000000002
31,0.8435146808624268,0.0,0.6144000000000034,-2.3600999999999885
32,0.8705503940582275,0.0,1.8475000000000037,-2.6394000000000233
33,0.8993179798126221,0.0,1.838799999999999,-2.0625
34,0.9284300804138184,0.0,0.6144000000000034,-1.765100000000018
35,0.9533452987670898,0.0,0.9094000000000051,-1.1894000000000347
36,0.983241081237793,0.0,1.2244000000000028,-0.5945000000000391
37,1.007333517074585,0.0,1.843200000000003,0.2973999999999819
38,1.0350842475891113,0.0,2.4532000000000025,2.322399999999959
39,1.0616583824157715,0.0,2.760000000000005,4.404299999999978
40,1.0912141799926758,0.0,5.528800000000004,7.6381000000000085
41,1.1167874336242676,0.0,5.8125,12.620599999999968
42,1.1447582244873047,0.0,5.824400000000004,21.1755
43,1.1714284420013428,0.0,7.9557,35.57740000000001
44,1.2000837326049805,0.0,11.650000000000006,67.3911
45,1.2254877090454102,0.0,14.711300000000001,109.87549999999999
46,1.2531869411468506,0.0,16.551300000000005,204.4599
47,1.2822134494781494,0.0,15.008200000000002,502.1779
48,1.3083899021148682,0.0,13.785700000000006,672.8815999999999
49,1.3353207111358643,0.0,13.461300000000001,628.406
50,1.3636972904205322,0.0,14.400000000000006,550.5097
51,1.3892982006072998,0.0,15.011900000000004,459.82039999999995
52,1.4166276454925537,0.0,14.705000000000005,378.7086
53,1.4435210227966309,0.0,15.629400000000004,332.2229
54,1.470871925354004,0.0,16.551300000000005,325.9536
55,1.4989964962005615,0.0,14.3975,332.81919999999997
56,1.5261273384094238,0.0,14.3975,334.6079
57,1.553260326385498,0.0,14.086300000000001,335.80109999999996
58,1.5802099704742432,0.0,14.400000000000006,336.9867
59,1.607285737991333,0.0,14.400000000000006,336.6886
60,1.6343228816986084,0.0,14.707500000000003,337.5904
61,1.6613545417785645,0.0,14.707500000000003,337.5836
62,1.69114351272583,0.0,14.400000000000006,338.1723
63,1.7167630195617676,0.0,14.690000000000005,339.07419999999996
64,1.7436397075653076,0.0,15.6188,338.4779
65,1.770519733428955,0.0,14.400000000000006,338.4779
66,1.7977027893066406,0.0,14.707500000000003,338.7829
67,1.8256442546844482,0.0,14.705000000000005,338.7829
68,1.8509342670440674,0.0,14.705000000000005,339.0673
69,1.879704475402832,0.0,15.015,338.7761
70,1.9074981212615967,0.0,15.015,339.0673
71,1.9344890117645264,0.0,14.707500000000003,339.6561
