,time,p4,p5,p6
0,0.0,0.0,0.0,0.0
1,0.027256011962890625,0.0,1.2175000000000011,0.3007000000000062
2,0.05575728416442871,0.0,0.30750000000000455,-0.3031000000000006
3,0.0830693244934082,0.0,0.3049999999999926,0.3024999999999807
4,0.10920834541320801,0.0,0.30750000000000455,-0.30060000000000286
5,0.13805365562438965,0.0,-0.30750000000000455,0.00190000000000623
6,0.16555261611938477,0.0,1.533699999999996,-0.30060000000000286
7,0.1918635368347168,0.0,-0.30750000000000455,0.00190000000000623
8,0.2190845012664795,0.0,0.0,0.3024999999999807
9,0.24544024467468262,0.0,0.9218999999999937,0.0
10,0.27236509323120117,0.0,-0.0024999999999977263,-0.6012000000000057
11,0.2996711730957031,0.0,0.30750000000000455,-0.2961999999999989
12,0.32814836502075195,0.0,0.0,-0.6012000000000057
13,0.35536742210388184,0.0,-0.0024999999999977263,-0.29810000000000514
14,0.38227176666259766,0.0,-0.3125,-0.30060000000000286
15,0.41028356552124023,0.0,0.2955999999999932,-0.6012000000000057
16,0.4365427494049072,0.0,0.6144000000000034,0.3050999999999817
17,0.4645683765411377,0.0,0.30750000000000455,-0.5969000000000051
18,0.49179983139038086,0.0,-0.3100000000000023,-0.5969000000000051
19,0.5177516937255859,0.0,-0.30750000000000455,-0.5969000000000051
20,0.5462145805358887,0.0,-0.0024999999999977263,-0.29810000000000514
21,0.5733399391174316,0.0,0.0031000000000034333,-0.29810000000000514
22,0.6003072261810303,0.0,0.2955999999999932,0.00190000000000623
23,0.6274311542510986,0.0,0.0,-0.598700000000008
24,0.6555542945861816,0.0,0.3049999999999926,-0.5969000000000051
25,0.6816551685333252,0.0,-0.30750000000000455,-0.598700000000008
26,0.7093429565429688,0.0,-0.3125,-0.30060000000000286
27,0.7386102676391602,0.0,0.0,-0.29810000000000514
28,0.7643866539001465,0.0,-0.30750000000000455,-0.6012000000000057
29,0.791407585144043,0.0,1.2293999999999983,0.00190000000000623
30,0.8186593055725098,0.0,-0.0024999999999977263,-0.29810000000000514
31,0.8457388877868652,0.0,0.30750000000000455,-0.9012000000000171
32,0.8734359741210938,0.0,0.30750000000000455,0.0
33,0.9003081321716309,0.0,0.6062000000000012,0.004400000000003956
34,0.9283463954925537,0.0,0.6093999999999937,-0.8969000000000165
35,0.9556066989898682,0.0,2.4586999999999932,-0.5969000000000051
36,0.9825093746185303,0.0,0.919399999999996,-0.5969000000000051
37,1.0110483169555664,0.0,1.841300000000004,-0.29810000000000514
38,1.0365557670593262,0.0,2.450000000000003,0.004400000000003956
39,1.063502311706543,0.0,2.455600000000004,0.3050999999999817
40,1.090726613998413,0.0,3.3725000000000023,0.901299999999992
41,1.1190495491027832,0.0,4.596900000000005,0.9036999999999864
42,1.1463088989257812,0.0,5.213099999999997,0.901299999999992
43,1.1737637519836426,0.0,7.359999999999999,1.799999999999983
44,1.2005360126495361,0.0,10.118799999999993,2.9930999999999983
45,1.2281758785247803,0.0,13.495000000000005,33.648799999999994
46,1.254502534866333,0.0,15.647499999999994,108.1962
47,1.2818264961242676,0.0,15.9525,407.19309999999996
48,1.3104283809661865,0.0,42.081900000000005,654.6399
49,1.3374848365783691,0.0,48.5381,673.896
50,1.3645482063293457,0.0,44.5412,603.7144
51,1.3916995525360107,0.0,42.081900000000005,513.0837
52,1.4187438488006592,0.0,40.8519,430.6291
53,1.4465303421020508,0.0,37.778800000000004,368.65109999999993
54,1.4734327793121338,0.0,35.9337,330.73119999999994
55,1.5002295970916748,0.0,32.2469,318.7025
56,1.528531789779663,0.0,29.779399999999995,326.83000000000004
57,1.555816888809204,0.0,30.094399999999993,328.9261
58,1.5835673809051514,0.0,30.094399999999993,330.7573
59,1.6112418174743652,0.0,30.088700000000003,331.93370000000004
60,1.6375470161437988,0.0,30.090599999999995,331.93370000000004
61,1.6641149520874023,0.0,30.3981,332.54369999999994
62,1.6912462711334229,0.0,30.094399999999993,333.4556
63,1.72041654586792,0.0,31.3206,333.1449
64,1.7470381259918213,0.0,30.0925,333.13620000000003
65,1.774590253829956,0.0,30.0869,333.7374
66,1.801255464553833,0.0,30.396199999999993,333.1449
67,1.8292779922485352,0.0,31.629400000000004,333.4462
68,1.8566536903381348,0.0,30.400000000000006,334.3568
69,1.8829216957092285,0.0,30.701899999999995,333.74739999999997
70,1.9112882614135742,0.0,30.400000000000006,333.4374
71,1.9393389225006104,0.0,31.936899999999994,333.74739999999997
