time,s1,s2,s3,s4,s5,s6,s7
1.320187099998293,136.8987,125.3812,117.9131,206.5349,153.3000,175.6656,119.4062
2.6442724999978964,136.9106,125.3525,117.8831,206.5849,153.2831,175.6924,119.4474
3.970106000000669,136.9199,125.3443,117.8856,206.5180,153.3412,175.7362,119.4262
5.295103699998435,136.9199,125.3862,117.9125,206.5536,153.3531,175.7299,119.4719
6.621286899997358,136.9137,125.3906,117.9037,206.4918,153.3124,175.7255,119.4537
7.947109400000045,136.8974,125.4131,117.9087,206.5587,153.3018,175.7493,119.4599
9.271904199998971,136.9168,125.3474,117.9031,206.5399,153.3556,175.8074,119.4300
10.598521100000653,136.9755,125.3656,117.8887,206.5292,153.3418,175.7812,119.3862
11.923080799999298,136.9212,125.3831,117.9581,206.5424,153.3712,175.7900,119.4012
13.24817819999953,136.9112,125.4387,117.9125,206.5531,153.3787,175.7856,119.3849
14.574213699997927,136.9224,125.4068,117.9250,206.5468,153.3724,175.7931,119.3275
15.899193999997806,136.9106,125.3750,117.9074,206.5393,153.4018,175.8306,119.3175
17.225267399997392,136.9268,125.3231,117.8824,206.5643,153.3525,175.8000,119.3031
18.549564000000828,136.8950,125.3556,117.9306,206.5261,153.2744,175.8674,119.3331
19.876619099999516,136.9012,125.4081,117.8824,206.5312,153.4130,175.7956,119.2594
21.201357499998267,136.9643,125.4150,117.9337,206.5118,153.2493,175.8256,119.2981
22.52651060000062,136.9681,125.3606,117.9862,206.7462,154.0043,175.8562,119.1693
23.8527886999982,137.0074,125.3631,117.9699,206.7180,154.0187,175.9181,119.1418
25.178058099998452,136.9687,125.3824,117.9806,206.7355,154.0356,175.9018,119.1425
26.503310500000225,136.9775,125.4418,118.0337,206.7094,154.0643,175.9681,119.1162
27.828348299997742,137.0487,125.3849,117.9962,206.7974,154.0862,175.8956,119.0743
29.155082799999946,136.9787,125.4006,117.9556,206.7193,154.0630,175.9512,119.0575
30.479808500000217,137.0043,125.3681,118.0175,206.7531,154.1400,175.9281,119.0637
31.804883699998754,137.0574,125.3781,117.9931,206.7636,154.1387,175.8987,118.9656
33.13085729999875,137.0293,125.4150,118.0000,206.7287,154.1450,175.8787,118.9962
34.45685329999833,137.0150,125.4344,118.0150,206.7974,154.1418,175.9368,118.9393
35.781764600000315,137.0200,125.4537,118.0212,206.8118,154.1037,175.8743,118.9437
37.10804250000001,137.0018,125.4637,117.9806,206.7462,154.1230,175.9094,118.9706
38.433720599998196,137.0200,125.4125,118.0512,206.7336,153.9755,175.5387,118.7312
39.758656099998916,137.0231,125.3849,118.0087,206.7844,154.1556,175.6594,118.8431
41.08380179999949,136.9812,125.3668,117.9825,206.9324,153.5049,175.5925,118.5993
42.409751099999994,137.0412,125.4231,118.0875,206.9755,155.5275,176.5512,118.7924
43.73553030000039,137.0056,125.4406,118.0575,206.9999,155.5137,176.5818,118.8112
45.06052909999926,137.0349,125.4850,118.0656,207.0049,155.4911,176.5244,118.7256
46.38663959999758,137.0431,125.4487,118.0531,206.9393,155.4937,176.5562,118.7706
47.71205320000081,137.0456,125.4418,118.1081,206.9399,155.5118,176.5662,118.7250
