time,s1,s2,s3,s4,s5,s6,s7
0.2838560000018333,126.4925,112.1712,104.2487,196.0300,142.1681,163.6862,107.7856
1.6077656999987084,126.4756,112.1818,104.2462,196.0125,142.1931,163.7025,107.7662
2.9327922000011313,126.5037,112.1531,104.3506,195.9968,142.1837,163.7268,107.7812
4.258575399995607,126.5094,112.1844,104.2975,195.9980,142.1450,163.7355,107.7443
5.584121599997161,126.4337,112.2062,104.2956,195.9443,142.2250,163.7505,107.8075
6.908685099995637,126.4587,112.1925,104.2849,195.9568,142.1381,163.6949,107.7506
8.23460779999732,126.4449,112.2962,104.2893,196.0118,142.1437,163.7025,107.7331
9.560223299995414,126.4125,112.2250,104.3625,195.9875,142.0974,163.7243,107.7193
10.884112799998547,126.4974,112.2612,104.4112,195.9431,142.1906,163.7331,107.7331
12.209719099999347,126.4243,112.3168,104.3806,195.9537,142.1781,163.7068,107.7068
13.536087100001168,126.4712,112.2975,104.4000,195.9031,142.1518,163.7574,107.6931
14.860601100001077,126.3937,112.3231,104.4025,195.9037,142.1531,163.7106,107.6869
16.18534830000135,126.4712,112.3018,104.3900,195.8893,142.1906,163.7081,107.6825
17.511572099996556,126.4393,112.3412,104.3824,195.9062,142.1668,163.7012,107.6731
18.83654839999508,126.4550,112.3356,104.4525,195.8587,142.1968,163.7587,107.6281
20.16182110000227,126.4425,112.3775,104.4156,196.5150,142.1450,163.6893,107.6281
21.487130499997875,126.4037,112.3844,104.2950,212.5699,141.8531,163.6656,107.6650
22.812870000001567,126.3793,112.1825,104.4587,201.1931,141.7744,163.7075,107.6494
24.137128800000937,126.3744,112.2456,104.4943,201.7756,141.8281,163.6012,107.6743
25.461920399997325,126.3537,112.2293,104.5000,201.7956,141.7812,163.6618,107.6662
26.78753599999618,126.3844,112.2156,104.4724,201.8068,141.8325,163.6818,107.6562
28.113878500000283,126.3987,112.2750,104.5000,201.8412,141.8462,163.6450,107.6906
29.43854850000207,126.3862,112.2375,104.5281,201.7275,141.8231,163.6293,107.6131
30.762632799996936,126.3631,112.2981,104.4837,201.6074,141.8074,163.6518,107.6212
32.08958939999866,126.4143,112.2724,104.5050,201.7399,141.8443,163.6849,107.6181
33.41433439999673,126.3974,112.3050,104.5575,201.6343,141.8349,163.6606,107.6344
34.73959079999622,126.3581,112.3119,104.6031,201.6968,141.8005,163.7050,107.5681
36.06454010000016,126.3525,112.3712,104.5775,201.7162,141.8250,163.6981,107.5906
37.39034879999963,126.3224,112.3824,104.5150,201.7437,141.8425,163.6668,107.6262
38.7148531999992,126.3768,112.3425,104.5587,201.6287,141.7756,163.6568,107.5949
40.04050119999738,126.3031,112.3250,104.5856,201.6855,141.8512,163.7106,107.5974
41.365136899999925,126.2937,112.3543,104.4881,202.7262,141.8093,163.6912,107.5831
42.6908123999965,126.3150,112.3887,104.1375,223.9855,141.6412,163.6456,107.5219
44.01702800000203,126.3543,112.3631,104.5699,206.9574,141.8799,163.7099,107.5550
45.341350900002,126.2750,112.3925,104.5974,207.0543,141.8474,163.6750,107.5543
46.66727389999869,126.2987,112.4081,104.6181,206.9299,141.8605,163.6918,107.5406
47.99206989999948,126.3199,112.4400,104.5619,207.1462,141.8193,163.7431,107.5393
49.31790709999768,126.3600,112.4200,104.5681,207.0468,141.8512,163.6581,107.5594
50.64286189999984,126.3237,112.4562,104.5806,207.0125,141.8300,163.7275,107.5268
51.96878160000051,126.2212,112.4612,104.6162,207.0199,141.8224,163.7312,107.5168
53.29525999999896,126.3224,112.5112,104.6800,207.0331,141.8881,163.6237,107.5087
54.618914999999106,126.3187,112.4587,104.6674,206.9587,141.7893,163.6818,107.5118
55.944585799996275,126.2719,112.4768,104.6418,206.9449,141.8143,163.6956,107.5406
57.27077509999799,126.3349,112.4962,104.6206,207.0380,141.8493,163.6712,107.5324
58.59446580000076,126.2875,112.5043,104.6631,206.9774,141.8406,163.7012,107.4906
59.919808899998316,126.2962,112.4631,104.6425,207.2024,141.7168,163.6974,107.5462
61.24603460000071,126.2556,112.5081,104.6668,212.5549,141.7531,163.6924,107.5443
62.57072029999836,126.2844,112.5137,104.6512,212.4774,141.8118,163.7062,107.4719
63.89614569999685,126.2787,112.5087,104.6506,212.4937,141.7387,163.6887,107.5406
65.22128050000174,126.3231,112.5456,104.6506,212.4843,141.7556,163.7031,107.4837
66.547456100001,126.2631,112.5237,104.7599,212.4649,141.7574,163.6912,107.4956
67.8720983999956,126.2487,112.5974,104.7037,212.4875,141.7156,163.6968,107.5224
69.197164899997,126.3031,112.5724,104.7518,212.4918,141.7775,163.6893,107.4606
70.52173110000149,126.2275,112.5731,104.7137,212.4699,141.6968,163.7250,107.5031
71.84815269999672,126.2531,112.5737,104.7243,212.4787,141.7399,163.6699,107.5037
73.1723267999987,126.2650,112.5681,104.7662,212.4199,141.7662,163.6587,107.4556
74.49711430000025,126.2437,112.6100,104.7406,212.4337,141.7737,163.6656,107.4856
75.82321450000018,126.2662,112.5893,104.7337,212.4636,141.7712,163.6837,107.4687
77.14797420000104,126.2281,112.5987,104.7700,212.3562,141.7480,163.7012,107.4062
78.47289219999948,126.2556,112.6268,104.8056,212.1943,141.7499,163.7199,107.4550
79.79852820000087,126.2525,112.7425,104.7462,214.1299,141.6912,163.7156,107.3943
81.12464889999683,126.2143,112.6224,104.6025,224.8068,141.5580,163.7224,107.4543
82.44910569999774,126.2331,112.6018,104.6293,224.8687,141.5368,163.6343,107.4425
83.77401619999728,126.2531,112.5606,104.6312,224.8043,141.4675,163.6818,107.4599
85.09890730000188,126.2487,112.6212,104.6931,224.7805,141.5518,163.6724,107.4706
86.42573830000038,126.2181,112.6300,104.6137,224.8162,141.5981,163.6556,107.4474
87.75103229999513,126.2350,112.5831,104.7031,224.8469,141.5393,163.6518,107.4456
89.07528009999805,126.2312,112.6231,104.6800,224.7862,141.5212,163.6662,107.4868
90.40153419999842,126.2250,112.6500,104.6969,224.7792,141.5237,163.6349,107.4437
91.7271424999999,126.1787,112.6456,104.7056,224.7406,141.5993,163.6793,107.4275
93.05120899999747,126.1893,112.6181,104.7387,224.7849,141.5549,163.6437,107.4387
