time,s1,s2,s3,s4,s5,s6,s7
1.0193764999858104,125.8775,115.3193,108.0375,195.9237,142.9137,170.6318,102.3687
2.346061699994607,125.8700,115.3744,108.0475,195.9293,142.9068,170.6324,102.3381
3.6715125999908196,125.8462,115.3525,108.0512,195.9468,142.9343,170.6843,102.3243
4.99504939999315,125.8318,115.3943,108.0318,195.9843,142.9062,170.6581,102.3537
6.319892199986498,125.8431,115.3768,108.0844,195.9518,142.9162,170.6224,102.3618
7.645744699999341,125.8531,115.3612,108.0856,195.9006,142.9324,170.6149,102.3656
8.970544799987692,125.8369,115.3493,108.0575,195.9462,142.9268,170.6750,102.3700
10.295591199988849,125.8762,115.3681,108.0412,195.9719,142.9449,170.6431,102.3675
11.61993309999525,125.8868,115.3969,108.0268,195.9675,142.9000,170.6368,102.3587
12.946689399992465,125.8906,115.3656,108.1062,195.9681,142.9206,170.6230,102.3150
14.269947199994931,125.8637,115.3918,108.0481,195.9286,142.9150,170.6431,102.3712
15.595747299987124,125.9025,115.3881,108.0418,195.9299,142.9380,170.6830,102.3825
16.920545199987828,125.8593,115.3681,108.0537,196.0212,142.9274,170.6880,102.3662
18.246570799994515,125.8387,115.3693,108.0162,196.0099,142.9481,170.6943,102.3156
19.57078929999261,125.8549,115.4187,108.0031,195.9474,142.9737,170.7250,102.3737
20.896137899995665,125.8931,115.4231,108.1506,195.9662,142.9474,170.6786,102.4000
22.219935099987197,125.8618,115.4081,108.0731,196.0024,142.9330,170.6525,102.4112
23.54703959998733,125.8687,115.3369,108.1256,196.0250,142.8000,171.0731,101.3212
24.872281799995108,125.8600,115.4012,108.1406,196.1906,142.7744,170.5449,102.2881
26.196881199997733,125.8994,115.4318,108.0925,196.1425,142.8056,170.5800,102.2956
27.52125089999754,125.9006,115.4081,108.1200,196.1781,142.8512,170.5900,102.2625
28.847153699985938,125.8787,115.4268,108.0662,196.1087,142.8668,170.5837,102.2687
30.171921399989515,125.9387,115.3719,108.1543,196.1755,142.8743,170.5900,102.2794
31.495739799996954,125.8987,115.4268,108.0943,196.2355,142.8287,170.6043,102.2756
32.82107059999544,125.8950,115.4425,108.1344,196.2062,142.8512,170.4855,102.4331
34.14742729999125,125.9412,115.4719,108.1043,196.1830,142.8174,170.5056,102.4293
35.47191819999716,125.9381,115.4581,108.0512,196.2368,142.8000,170.5587,102.3906
36.79686979998951,125.9237,115.4650,108.1193,196.2037,142.9087,170.5106,102.4094
38.12165279999317,125.9212,115.4893,108.0818,196.1750,142.8512,170.5200,102.4537
39.44793949999439,125.9087,115.4500,108.1219,196.1962,142.8400,170.5618,102.4300
40.77277209999738,125.9325,115.4843,108.1275,196.1981,142.8574,170.5775,102.4174
42.097621899985825,125.9150,115.4431,108.1187,196.1943,142.8443,170.5518,102.4250
43.42192249999789,126.0000,115.3943,108.0719,196.1887,142.8356,170.4962,102.4568
44.748358699987875,125.9125,115.4806,108.0743,196.2255,142.8774,170.5018,102.3656
46.07264299999224,125.9500,115.4275,108.0818,196.2518,143.0262,170.5237,102.6262
47.398111199989216,125.9231,115.4831,108.1106,196.2987,142.9355,170.4193,102.3300
48.722609899996314,125.9781,115.5112,108.0937,196.2574,142.9493,170.4575,102.3369
50.048371999990195,125.9969,115.4425,108.1668,196.3275,142.9468,170.4462,102.3669
51.37357709999196,125.9456,115.4606,108.1143,196.2493,142.9449,170.4493,102.3487
52.69752929999959,125.9912,115.4781,108.1025,196.2549,142.9250,170.4537,102.3300
54.02290829998674,125.9437,115.4950,108.1181,196.3268,142.8943,170.4781,102.3825
55.347577399996226,125.9518,115.4693,108.1312,196.3099,142.9437,170.4568,102.3512
56.6728662999958,125.9693,115.5368,108.1387,196.3174,142.9094,170.4343,102.3443
57.99808819999453,125.9187,115.4987,108.1244,196.3300,142.9156,170.4443,102.3500
59.32209579998744,125.9243,115.4681,108.1587,196.3375,142.9493,170.4806,102.3337
60.647001399993314,125.9875,115.5556,108.2012,196.3318,142.9281,170.5074,102.3443
61.9731727999897,125.9699,115.4743,108.1037,196.3525,142.9818,170.4487,102.3487
63.29724939999869,125.9656,115.5312,108.1412,196.3231,142.9824,170.4594,102.3631
64.62191959998745,126.0175,115.4994,108.1393,196.3487,142.9587,170.4949,102.3681
65.94612779999443,125.9906,115.4449,108.1268,196.1874,142.9112,170.5344,102.8037
67.2726462999999,125.9825,115.5368,108.1893,196.2250,142.8856,170.4880,102.7487
68.5978819999873,125.9793,115.5037,108.1918,196.2062,142.8724,170.4924,102.7043
69.92290109999885,125.9662,115.4712,108.1224,196.1606,142.8862,170.5493,102.7606
71.24714109998604,126.0000,115.4668,108.1631,196.1568,142.9112,170.5393,102.7162
72.57288309998694,125.9737,115.4831,108.1849,196.1774,142.9056,170.5312,102.7368
