time,s1,s2,s3,s4,s5,s6,s7
0.1294421999482438,131.4125,114.6750,110.5131,198.8062,173.5775,173.7618,114.3931
1.4542549999896437,131.3768,114.5956,110.5175,198.7331,173.6550,173.7762,114.3744
2.7784334999741986,131.4218,114.5918,110.5462,198.7480,173.6693,173.7849,114.3687
4.103548699989915,131.4150,114.5974,110.5437,198.7837,173.6312,173.7293,114.3549
5.429877700051293,131.3687,114.6275,110.5349,198.7731,173.6099,173.7399,114.3300
6.754529200028628,131.3362,114.5887,110.5512,198.7918,173.6012,173.7443,114.3256
8.079624200006947,131.3325,114.5612,110.4768,198.7875,173.6156,173.7349,114.3400
9.403372499975376,131.3912,114.5712,110.5018,198.7562,173.5693,173.6893,114.3662
10.730220600031316,131.3693,114.6206,110.5287,198.8237,173.5724,173.7187,114.3593
12.054368400014937,131.3168,114.6125,110.5293,198.7518,173.6293,173.6987,114.3143
13.378876100061461,131.3668,114.6137,110.5318,198.7612,173.6255,173.7206,114.2793
14.703048800001852,131.3337,114.6324,110.5112,198.7424,173.6518,173.7337,114.2962
16.030086799990386,131.3331,114.5931,110.4831,198.7656,173.5681,173.7449,114.3493
17.3547869999893,131.3224,114.6418,110.5406,198.7281,173.5781,173.6324,114.2668
18.678853400051594,131.2844,114.5793,110.5268,198.7224,173.5599,173.7125,114.3062
20.00362169998698,131.2868,114.4900,110.4575,198.7343,173.6031,173.6818,114.3224
21.33023720001802,131.2706,114.6031,110.4900,198.7250,181.3406,173.7625,114.2937
22.654109099996276,131.2762,114.5719,110.4812,198.5125,190.5312,173.6049,114.2219
23.97863959998358,131.2618,114.5625,110.4487,198.1993,220.8818,173.1393,114.1681
25.304286399972625,131.2443,114.5937,110.4781,198.5418,183.6018,173.4949,114.2018
26.629883300047368,131.3074,114.6512,110.4925,198.5762,184.5206,173.4855,114.2231
27.954928199993446,131.2480,114.6344,110.4818,198.5406,184.7012,173.4993,114.2312
29.27926340000704,131.3068,114.5987,110.4568,198.5412,184.7480,173.5031,114.2068
30.603091199998744,131.2337,114.6000,110.4693,198.5549,184.7549,173.5068,114.2150
31.930039700004272,131.2480,114.5656,110.4687,198.6031,184.7480,173.4999,114.2256
33.25554980000015,131.2187,114.6037,110.4431,198.5349,184.7312,173.5068,114.2531
34.579169400036335,131.2087,114.5418,110.4731,198.6187,184.4650,173.4293,114.2106
35.90447649999987,131.2250,114.5912,110.4787,198.5737,184.4268,173.4993,114.2199
37.22986960003618,131.2037,114.5937,110.4162,198.5906,184.3962,173.5012,114.2106
